data\test\image\cxrimage_16932.png,data\test\mask\cxrmask_16932.jpeg
data\val\image\cxrimage_19859.png,data\val\mask\cxrmask_19859.jpeg
data\val\image\cxrimage_19860.png,data\val\mask\cxrmask_19860.jpeg
data\val\image\cxrimage_19861.png,data\val\mask\cxrmask_19861.jpeg
data\val\image\cxrimage_19862.png,data\val\mask\cxrmask_19862.jpeg
data\val\image\cxrimage_19863.png,data\val\mask\cxrmask_19863.jpeg
data\val\image\cxrimage_19864.png,data\val\mask\cxrmask_19864.jpeg
data\val\image\cxrimage_19865.png,data\val\mask\cxrmask_19865.jpeg
data\val\image\cxrimage_19866.png,data\val\mask\cxrmask_19866.jpeg
data\val\image\cxrimage_19867.png,data\val\mask\cxrmask_19867.jpeg
data\val\image\cxrimage_19868.png,data\val\mask\cxrmask_19868.jpeg
data\val\image\cxrimage_19869.png,data\val\mask\cxrmask_19869.jpeg
data\val\image\cxrimage_19870.png,data\val\mask\cxrmask_19870.jpeg
data\val\image\cxrimage_19871.png,data\val\mask\cxrmask_19871.jpeg
data\val\image\cxrimage_19872.png,data\val\mask\cxrmask_19872.jpeg
data\val\image\cxrimage_19873.png,data\val\mask\cxrmask_19873.jpeg
data\val\image\cxrimage_19874.png,data\val\mask\cxrmask_19874.jpeg
data\val\image\cxrimage_19875.png,data\val\mask\cxrmask_19875.jpeg
data\val\image\cxrimage_19876.png,data\val\mask\cxrmask_19876.jpeg
data\val\image\cxrimage_19877.png,data\val\mask\cxrmask_19877.jpeg
data\val\image\cxrimage_19878.png,data\val\mask\cxrmask_19878.jpeg
data\val\image\cxrimage_19879.png,data\val\mask\cxrmask_19879.jpeg
data\val\image\cxrimage_19880.png,data\val\mask\cxrmask_19880.jpeg
data\val\image\cxrimage_19881.png,data\val\mask\cxrmask_19881.jpeg
data\val\image\cxrimage_19882.png,data\val\mask\cxrmask_19882.jpeg
data\val\image\cxrimage_19883.png,data\val\mask\cxrmask_19883.jpeg
data\val\image\cxrimage_19884.png,data\val\mask\cxrmask_19884.jpeg
data\val\image\cxrimage_19885.png,data\val\mask\cxrmask_19885.jpeg
data\val\image\cxrimage_19886.png,data\val\mask\cxrmask_19886.jpeg
data\val\image\cxrimage_19887.png,data\val\mask\cxrmask_19887.jpeg
data\val\image\cxrimage_19888.png,data\val\mask\cxrmask_19888.jpeg
data\val\image\cxrimage_19889.png,data\val\mask\cxrmask_19889.jpeg
data\val\image\cxrimage_19890.png,data\val\mask\cxrmask_19890.jpeg
data\val\image\cxrimage_19891.png,data\val\mask\cxrmask_19891.jpeg
data\val\image\cxrimage_19892.png,data\val\mask\cxrmask_19892.jpeg
data\val\image\cxrimage_19893.png,data\val\mask\cxrmask_19893.jpeg
data\val\image\cxrimage_19894.png,data\val\mask\cxrmask_19894.jpeg
data\val\image\cxrimage_19895.png,data\val\mask\cxrmask_19895.jpeg
data\val\image\cxrimage_19896.png,data\val\mask\cxrmask_19896.jpeg
data\val\image\cxrimage_19897.png,data\val\mask\cxrmask_19897.jpeg
data\val\image\cxrimage_19898.png,data\val\mask\cxrmask_19898.jpeg
data\val\image\cxrimage_19899.png,data\val\mask\cxrmask_19899.jpeg
data\val\image\cxrimage_19900.png,data\val\mask\cxrmask_19900.jpeg
data\val\image\cxrimage_19901.png,data\val\mask\cxrmask_19901.jpeg
data\val\image\cxrimage_19902.png,data\val\mask\cxrmask_19902.jpeg
data\val\image\cxrimage_19903.png,data\val\mask\cxrmask_19903.jpeg
data\val\image\cxrimage_19904.png,data\val\mask\cxrmask_19904.jpeg
data\val\image\cxrimage_19905.png,data\val\mask\cxrmask_19905.jpeg
data\val\image\cxrimage_19906.png,data\val\mask\cxrmask_19906.jpeg
data\val\image\cxrimage_19907.png,data\val\mask\cxrmask_19907.jpeg
data\val\image\cxrimage_19908.png,data\val\mask\cxrmask_19908.jpeg
data\val\image\cxrimage_19909.png,data\val\mask\cxrmask_19909.jpeg
data\val\image\cxrimage_19910.png,data\val\mask\cxrmask_19910.jpeg
data\val\image\cxrimage_19911.png,data\val\mask\cxrmask_19911.jpeg
data\val\image\cxrimage_19912.png,data\val\mask\cxrmask_19912.jpeg
data\val\image\cxrimage_19913.png,data\val\mask\cxrmask_19913.jpeg
data\val\image\cxrimage_19914.png,data\val\mask\cxrmask_19914.jpeg
data\val\image\cxrimage_19915.png,data\val\mask\cxrmask_19915.jpeg
data\val\image\cxrimage_19916.png,data\val\mask\cxrmask_19916.jpeg
data\val\image\cxrimage_19917.png,data\val\mask\cxrmask_19917.jpeg
data\val\image\cxrimage_19918.png,data\val\mask\cxrmask_19918.jpeg
data\val\image\cxrimage_19919.png,data\val\mask\cxrmask_19919.jpeg
data\val\image\cxrimage_19920.png,data\val\mask\cxrmask_19920.jpeg
data\val\image\cxrimage_19921.png,data\val\mask\cxrmask_19921.jpeg
data\val\image\cxrimage_19922.png,data\val\mask\cxrmask_19922.jpeg
data\val\image\cxrimage_19923.png,data\val\mask\cxrmask_19923.jpeg
data\val\image\cxrimage_19924.png,data\val\mask\cxrmask_19924.jpeg
data\val\image\cxrimage_19925.png,data\val\mask\cxrmask_19925.jpeg
data\val\image\cxrimage_19926.png,data\val\mask\cxrmask_19926.jpeg
data\val\image\cxrimage_19927.png,data\val\mask\cxrmask_19927.jpeg
data\val\image\cxrimage_19928.png,data\val\mask\cxrmask_19928.jpeg
data\val\image\cxrimage_19929.png,data\val\mask\cxrmask_19929.jpeg
data\val\image\cxrimage_19930.png,data\val\mask\cxrmask_19930.jpeg
data\val\image\cxrimage_19931.png,data\val\mask\cxrmask_19931.jpeg
data\val\image\cxrimage_19932.png,data\val\mask\cxrmask_19932.jpeg
data\val\image\cxrimage_19933.png,data\val\mask\cxrmask_19933.jpeg
data\val\image\cxrimage_19934.png,data\val\mask\cxrmask_19934.jpeg
data\val\image\cxrimage_19935.png,data\val\mask\cxrmask_19935.jpeg
data\val\image\cxrimage_19936.png,data\val\mask\cxrmask_19936.jpeg
data\val\image\cxrimage_19937.png,data\val\mask\cxrmask_19937.jpeg
data\val\image\cxrimage_19938.png,data\val\mask\cxrmask_19938.jpeg
data\val\image\cxrimage_19939.png,data\val\mask\cxrmask_19939.jpeg
data\val\image\cxrimage_19940.png,data\val\mask\cxrmask_19940.jpeg
data\val\image\cxrimage_19941.png,data\val\mask\cxrmask_19941.jpeg
data\val\image\cxrimage_19942.png,data\val\mask\cxrmask_19942.jpeg
data\val\image\cxrimage_19943.png,data\val\mask\cxrmask_19943.jpeg
data\val\image\cxrimage_19944.png,data\val\mask\cxrmask_19944.jpeg
data\val\image\cxrimage_19945.png,data\val\mask\cxrmask_19945.jpeg
data\val\image\cxrimage_19946.png,data\val\mask\cxrmask_19946.jpeg
data\val\image\cxrimage_19947.png,data\val\mask\cxrmask_19947.jpeg
data\val\image\cxrimage_19948.png,data\val\mask\cxrmask_19948.jpeg
data\val\image\cxrimage_19949.png,data\val\mask\cxrmask_19949.jpeg
data\val\image\cxrimage_19950.png,data\val\mask\cxrmask_19950.jpeg
data\val\image\cxrimage_19951.png,data\val\mask\cxrmask_19951.jpeg
data\val\image\cxrimage_19952.png,data\val\mask\cxrmask_19952.jpeg
data\val\image\cxrimage_19953.png,data\val\mask\cxrmask_19953.jpeg
data\val\image\cxrimage_19954.png,data\val\mask\cxrmask_19954.jpeg
data\val\image\cxrimage_19955.png,data\val\mask\cxrmask_19955.jpeg
data\val\image\cxrimage_19956.png,data\val\mask\cxrmask_19956.jpeg
data\val\image\cxrimage_19957.png,data\val\mask\cxrmask_19957.jpeg
data\val\image\cxrimage_19958.png,data\val\mask\cxrmask_19958.jpeg
data\val\image\cxrimage_19959.png,data\val\mask\cxrmask_19959.jpeg
data\val\image\cxrimage_19960.png,data\val\mask\cxrmask_19960.jpeg
data\val\image\cxrimage_19961.png,data\val\mask\cxrmask_19961.jpeg
data\val\image\cxrimage_19962.png,data\val\mask\cxrmask_19962.jpeg
data\val\image\cxrimage_19963.png,data\val\mask\cxrmask_19963.jpeg
data\val\image\cxrimage_19964.png,data\val\mask\cxrmask_19964.jpeg
data\val\image\cxrimage_19965.png,data\val\mask\cxrmask_19965.jpeg
data\val\image\cxrimage_19966.png,data\val\mask\cxrmask_19966.jpeg
data\val\image\cxrimage_19967.png,data\val\mask\cxrmask_19967.jpeg
data\val\image\cxrimage_19968.png,data\val\mask\cxrmask_19968.jpeg
data\val\image\cxrimage_19969.png,data\val\mask\cxrmask_19969.jpeg
data\val\image\cxrimage_19970.png,data\val\mask\cxrmask_19970.jpeg
data\val\image\cxrimage_19971.png,data\val\mask\cxrmask_19971.jpeg
data\val\image\cxrimage_19972.png,data\val\mask\cxrmask_19972.jpeg
data\val\image\cxrimage_19973.png,data\val\mask\cxrmask_19973.jpeg
data\val\image\cxrimage_19974.png,data\val\mask\cxrmask_19974.jpeg
data\val\image\cxrimage_19975.png,data\val\mask\cxrmask_19975.jpeg
data\val\image\cxrimage_19976.png,data\val\mask\cxrmask_19976.jpeg
data\val\image\cxrimage_19977.png,data\val\mask\cxrmask_19977.jpeg
data\val\image\cxrimage_19978.png,data\val\mask\cxrmask_19978.jpeg
data\val\image\cxrimage_19979.png,data\val\mask\cxrmask_19979.jpeg
data\val\image\cxrimage_19980.png,data\val\mask\cxrmask_19980.jpeg
data\val\image\cxrimage_19981.png,data\val\mask\cxrmask_19981.jpeg
data\val\image\cxrimage_19982.png,data\val\mask\cxrmask_19982.jpeg
data\val\image\cxrimage_19983.png,data\val\mask\cxrmask_19983.jpeg
data\val\image\cxrimage_19984.png,data\val\mask\cxrmask_19984.jpeg
data\val\image\cxrimage_19985.png,data\val\mask\cxrmask_19985.jpeg
data\val\image\cxrimage_19986.png,data\val\mask\cxrmask_19986.jpeg
data\val\image\cxrimage_19987.png,data\val\mask\cxrmask_19987.jpeg
data\val\image\cxrimage_19988.png,data\val\mask\cxrmask_19988.jpeg
data\val\image\cxrimage_19989.png,data\val\mask\cxrmask_19989.jpeg
data\val\image\cxrimage_19990.png,data\val\mask\cxrmask_19990.jpeg
data\val\image\cxrimage_19991.png,data\val\mask\cxrmask_19991.jpeg
data\val\image\cxrimage_19992.png,data\val\mask\cxrmask_19992.jpeg
data\val\image\cxrimage_19993.png,data\val\mask\cxrmask_19993.jpeg
data\val\image\cxrimage_19994.png,data\val\mask\cxrmask_19994.jpeg
data\val\image\cxrimage_19995.png,data\val\mask\cxrmask_19995.jpeg
data\val\image\cxrimage_19996.png,data\val\mask\cxrmask_19996.jpeg
data\val\image\cxrimage_19997.png,data\val\mask\cxrmask_19997.jpeg
data\val\image\cxrimage_19998.png,data\val\mask\cxrmask_19998.jpeg
data\val\image\cxrimage_19999.png,data\val\mask\cxrmask_19999.jpeg
data\val\image\cxrimage_20000.png,data\val\mask\cxrmask_20000.jpeg
data\val\image\cxrimage_20001.png,data\val\mask\cxrmask_20001.jpeg
data\val\image\cxrimage_20002.png,data\val\mask\cxrmask_20002.jpeg
data\val\image\cxrimage_20003.png,data\val\mask\cxrmask_20003.jpeg
data\val\image\cxrimage_20004.png,data\val\mask\cxrmask_20004.jpeg
data\val\image\cxrimage_20005.png,data\val\mask\cxrmask_20005.jpeg
data\val\image\cxrimage_20006.png,data\val\mask\cxrmask_20006.jpeg
data\val\image\cxrimage_20007.png,data\val\mask\cxrmask_20007.jpeg
data\val\image\cxrimage_20008.png,data\val\mask\cxrmask_20008.jpeg
data\val\image\cxrimage_20009.png,data\val\mask\cxrmask_20009.jpeg
data\val\image\cxrimage_20010.png,data\val\mask\cxrmask_20010.jpeg
data\val\image\cxrimage_20011.png,data\val\mask\cxrmask_20011.jpeg
data\val\image\cxrimage_20012.png,data\val\mask\cxrmask_20012.jpeg
data\val\image\cxrimage_20013.png,data\val\mask\cxrmask_20013.jpeg
data\val\image\cxrimage_20014.png,data\val\mask\cxrmask_20014.jpeg
data\val\image\cxrimage_20015.png,data\val\mask\cxrmask_20015.jpeg
data\val\image\cxrimage_20016.png,data\val\mask\cxrmask_20016.jpeg
data\val\image\cxrimage_20017.png,data\val\mask\cxrmask_20017.jpeg
data\val\image\cxrimage_20018.png,data\val\mask\cxrmask_20018.jpeg
data\val\image\cxrimage_20019.png,data\val\mask\cxrmask_20019.jpeg
data\val\image\cxrimage_20020.png,data\val\mask\cxrmask_20020.jpeg
data\val\image\cxrimage_20021.png,data\val\mask\cxrmask_20021.jpeg
data\val\image\cxrimage_20022.png,data\val\mask\cxrmask_20022.jpeg
data\val\image\cxrimage_20023.png,data\val\mask\cxrmask_20023.jpeg
data\val\image\cxrimage_20024.png,data\val\mask\cxrmask_20024.jpeg
data\val\image\cxrimage_20025.png,data\val\mask\cxrmask_20025.jpeg
data\val\image\cxrimage_20026.png,data\val\mask\cxrmask_20026.jpeg
data\val\image\cxrimage_20027.png,data\val\mask\cxrmask_20027.jpeg
data\val\image\cxrimage_20028.png,data\val\mask\cxrmask_20028.jpeg
data\val\image\cxrimage_20029.png,data\val\mask\cxrmask_20029.jpeg
data\val\image\cxrimage_20030.png,data\val\mask\cxrmask_20030.jpeg
data\val\image\cxrimage_20031.png,data\val\mask\cxrmask_20031.jpeg
data\val\image\cxrimage_20032.png,data\val\mask\cxrmask_20032.jpeg
data\val\image\cxrimage_20033.png,data\val\mask\cxrmask_20033.jpeg
data\val\image\cxrimage_20034.png,data\val\mask\cxrmask_20034.jpeg
data\val\image\cxrimage_20035.png,data\val\mask\cxrmask_20035.jpeg
data\val\image\cxrimage_20036.png,data\val\mask\cxrmask_20036.jpeg
data\val\image\cxrimage_20037.png,data\val\mask\cxrmask_20037.jpeg
data\val\image\cxrimage_20038.png,data\val\mask\cxrmask_20038.jpeg
data\val\image\cxrimage_20039.png,data\val\mask\cxrmask_20039.jpeg
data\val\image\cxrimage_20040.png,data\val\mask\cxrmask_20040.jpeg
data\val\image\cxrimage_20041.png,data\val\mask\cxrmask_20041.jpeg
data\val\image\cxrimage_20042.png,data\val\mask\cxrmask_20042.jpeg
data\val\image\cxrimage_20043.png,data\val\mask\cxrmask_20043.jpeg
data\val\image\cxrimage_20044.png,data\val\mask\cxrmask_20044.jpeg
data\val\image\cxrimage_20045.png,data\val\mask\cxrmask_20045.jpeg
data\val\image\cxrimage_20046.png,data\val\mask\cxrmask_20046.jpeg
data\val\image\cxrimage_20047.png,data\val\mask\cxrmask_20047.jpeg
data\val\image\cxrimage_20048.png,data\val\mask\cxrmask_20048.jpeg
data\val\image\cxrimage_20049.png,data\val\mask\cxrmask_20049.jpeg
data\val\image\cxrimage_20050.png,data\val\mask\cxrmask_20050.jpeg
data\val\image\cxrimage_20051.png,data\val\mask\cxrmask_20051.jpeg
data\val\image\cxrimage_20052.png,data\val\mask\cxrmask_20052.jpeg
data\val\image\cxrimage_20053.png,data\val\mask\cxrmask_20053.jpeg
data\val\image\cxrimage_20054.png,data\val\mask\cxrmask_20054.jpeg
data\val\image\cxrimage_20055.png,data\val\mask\cxrmask_20055.jpeg
data\val\image\cxrimage_20056.png,data\val\mask\cxrmask_20056.jpeg
data\val\image\cxrimage_20057.png,data\val\mask\cxrmask_20057.jpeg
data\val\image\cxrimage_20058.png,data\val\mask\cxrmask_20058.jpeg
data\val\image\cxrimage_20059.png,data\val\mask\cxrmask_20059.jpeg
data\val\image\cxrimage_20060.png,data\val\mask\cxrmask_20060.jpeg
data\val\image\cxrimage_20061.png,data\val\mask\cxrmask_20061.jpeg
data\val\image\cxrimage_20062.png,data\val\mask\cxrmask_20062.jpeg
data\val\image\cxrimage_20063.png,data\val\mask\cxrmask_20063.jpeg
data\val\image\cxrimage_20064.png,data\val\mask\cxrmask_20064.jpeg
data\val\image\cxrimage_20065.png,data\val\mask\cxrmask_20065.jpeg
data\val\image\cxrimage_20066.png,data\val\mask\cxrmask_20066.jpeg
data\val\image\cxrimage_20067.png,data\val\mask\cxrmask_20067.jpeg
data\val\image\cxrimage_20068.png,data\val\mask\cxrmask_20068.jpeg
data\val\image\cxrimage_20069.png,data\val\mask\cxrmask_20069.jpeg
data\val\image\cxrimage_20070.png,data\val\mask\cxrmask_20070.jpeg
data\val\image\cxrimage_20071.png,data\val\mask\cxrmask_20071.jpeg
data\val\image\cxrimage_20072.png,data\val\mask\cxrmask_20072.jpeg
data\val\image\cxrimage_20073.png,data\val\mask\cxrmask_20073.jpeg
data\val\image\cxrimage_20074.png,data\val\mask\cxrmask_20074.jpeg
data\val\image\cxrimage_20075.png,data\val\mask\cxrmask_20075.jpeg
data\val\image\cxrimage_20076.png,data\val\mask\cxrmask_20076.jpeg
data\val\image\cxrimage_20077.png,data\val\mask\cxrmask_20077.jpeg
data\val\image\cxrimage_20078.png,data\val\mask\cxrmask_20078.jpeg
data\val\image\cxrimage_20079.png,data\val\mask\cxrmask_20079.jpeg
data\val\image\cxrimage_20080.png,data\val\mask\cxrmask_20080.jpeg
data\val\image\cxrimage_20081.png,data\val\mask\cxrmask_20081.jpeg
data\val\image\cxrimage_20082.png,data\val\mask\cxrmask_20082.jpeg
data\val\image\cxrimage_20083.png,data\val\mask\cxrmask_20083.jpeg
data\val\image\cxrimage_20084.png,data\val\mask\cxrmask_20084.jpeg
data\val\image\cxrimage_20085.png,data\val\mask\cxrmask_20085.jpeg
data\val\image\cxrimage_20086.png,data\val\mask\cxrmask_20086.jpeg
data\val\image\cxrimage_20087.png,data\val\mask\cxrmask_20087.jpeg
data\val\image\cxrimage_20088.png,data\val\mask\cxrmask_20088.jpeg
data\val\image\cxrimage_20089.png,data\val\mask\cxrmask_20089.jpeg
data\val\image\cxrimage_20090.png,data\val\mask\cxrmask_20090.jpeg
data\val\image\cxrimage_20091.png,data\val\mask\cxrmask_20091.jpeg
data\val\image\cxrimage_20092.png,data\val\mask\cxrmask_20092.jpeg
data\val\image\cxrimage_20093.png,data\val\mask\cxrmask_20093.jpeg
data\val\image\cxrimage_20094.png,data\val\mask\cxrmask_20094.jpeg
data\val\image\cxrimage_20095.png,data\val\mask\cxrmask_20095.jpeg
data\val\image\cxrimage_20096.png,data\val\mask\cxrmask_20096.jpeg
data\val\image\cxrimage_20097.png,data\val\mask\cxrmask_20097.jpeg
data\val\image\cxrimage_20098.png,data\val\mask\cxrmask_20098.jpeg
data\val\image\cxrimage_20099.png,data\val\mask\cxrmask_20099.jpeg
data\val\image\cxrimage_20100.png,data\val\mask\cxrmask_20100.jpeg
data\val\image\cxrimage_20101.png,data\val\mask\cxrmask_20101.jpeg
data\val\image\cxrimage_20102.png,data\val\mask\cxrmask_20102.jpeg
data\val\image\cxrimage_20103.png,data\val\mask\cxrmask_20103.jpeg
data\val\image\cxrimage_20104.png,data\val\mask\cxrmask_20104.jpeg
data\val\image\cxrimage_20105.png,data\val\mask\cxrmask_20105.jpeg
data\val\image\cxrimage_20106.png,data\val\mask\cxrmask_20106.jpeg
data\val\image\cxrimage_20107.png,data\val\mask\cxrmask_20107.jpeg
data\val\image\cxrimage_20108.png,data\val\mask\cxrmask_20108.jpeg
data\val\image\cxrimage_20109.png,data\val\mask\cxrmask_20109.jpeg
data\val\image\cxrimage_20110.png,data\val\mask\cxrmask_20110.jpeg
data\val\image\cxrimage_20111.png,data\val\mask\cxrmask_20111.jpeg
data\val\image\cxrimage_20112.png,data\val\mask\cxrmask_20112.jpeg
data\val\image\cxrimage_20113.png,data\val\mask\cxrmask_20113.jpeg
data\val\image\cxrimage_20114.png,data\val\mask\cxrmask_20114.jpeg
data\val\image\cxrimage_20115.png,data\val\mask\cxrmask_20115.jpeg
data\val\image\cxrimage_20116.png,data\val\mask\cxrmask_20116.jpeg
data\val\image\cxrimage_20117.png,data\val\mask\cxrmask_20117.jpeg
data\val\image\cxrimage_20118.png,data\val\mask\cxrmask_20118.jpeg
data\val\image\cxrimage_20119.png,data\val\mask\cxrmask_20119.jpeg
data\val\image\cxrimage_20120.png,data\val\mask\cxrmask_20120.jpeg
data\val\image\cxrimage_20121.png,data\val\mask\cxrmask_20121.jpeg
data\val\image\cxrimage_20122.png,data\val\mask\cxrmask_20122.jpeg
data\val\image\cxrimage_20123.png,data\val\mask\cxrmask_20123.jpeg
data\val\image\cxrimage_20124.png,data\val\mask\cxrmask_20124.jpeg
data\val\image\cxrimage_20125.png,data\val\mask\cxrmask_20125.jpeg
data\val\image\cxrimage_20126.png,data\val\mask\cxrmask_20126.jpeg
data\val\image\cxrimage_20127.png,data\val\mask\cxrmask_20127.jpeg
data\val\image\cxrimage_20128.png,data\val\mask\cxrmask_20128.jpeg
data\val\image\cxrimage_20129.png,data\val\mask\cxrmask_20129.jpeg
data\val\image\cxrimage_20130.png,data\val\mask\cxrmask_20130.jpeg
data\val\image\cxrimage_20131.png,data\val\mask\cxrmask_20131.jpeg
data\val\image\cxrimage_20132.png,data\val\mask\cxrmask_20132.jpeg
data\val\image\cxrimage_20133.png,data\val\mask\cxrmask_20133.jpeg
data\val\image\cxrimage_20134.png,data\val\mask\cxrmask_20134.jpeg
data\val\image\cxrimage_20135.png,data\val\mask\cxrmask_20135.jpeg
data\val\image\cxrimage_20136.png,data\val\mask\cxrmask_20136.jpeg
data\val\image\cxrimage_20137.png,data\val\mask\cxrmask_20137.jpeg
data\val\image\cxrimage_20138.png,data\val\mask\cxrmask_20138.jpeg
data\val\image\cxrimage_20139.png,data\val\mask\cxrmask_20139.jpeg
data\val\image\cxrimage_20140.png,data\val\mask\cxrmask_20140.jpeg
data\val\image\cxrimage_20141.png,data\val\mask\cxrmask_20141.jpeg
data\val\image\cxrimage_20142.png,data\val\mask\cxrmask_20142.jpeg
data\val\image\cxrimage_20143.png,data\val\mask\cxrmask_20143.jpeg
data\val\image\cxrimage_20144.png,data\val\mask\cxrmask_20144.jpeg
data\val\image\cxrimage_20145.png,data\val\mask\cxrmask_20145.jpeg
data\val\image\cxrimage_20146.png,data\val\mask\cxrmask_20146.jpeg
data\val\image\cxrimage_20147.png,data\val\mask\cxrmask_20147.jpeg
data\val\image\cxrimage_20148.png,data\val\mask\cxrmask_20148.jpeg
data\val\image\cxrimage_20149.png,data\val\mask\cxrmask_20149.jpeg
data\val\image\cxrimage_20150.png,data\val\mask\cxrmask_20150.jpeg
data\val\image\cxrimage_20151.png,data\val\mask\cxrmask_20151.jpeg
data\val\image\cxrimage_20152.png,data\val\mask\cxrmask_20152.jpeg
data\val\image\cxrimage_20153.png,data\val\mask\cxrmask_20153.jpeg
data\val\image\cxrimage_20154.png,data\val\mask\cxrmask_20154.jpeg
data\val\image\cxrimage_20155.png,data\val\mask\cxrmask_20155.jpeg
data\val\image\cxrimage_20156.png,data\val\mask\cxrmask_20156.jpeg
data\val\image\cxrimage_20157.png,data\val\mask\cxrmask_20157.jpeg
data\val\image\cxrimage_20158.png,data\val\mask\cxrmask_20158.jpeg
data\val\image\cxrimage_20159.png,data\val\mask\cxrmask_20159.jpeg
data\val\image\cxrimage_20160.png,data\val\mask\cxrmask_20160.jpeg
data\val\image\cxrimage_20161.png,data\val\mask\cxrmask_20161.jpeg
data\val\image\cxrimage_20162.png,data\val\mask\cxrmask_20162.jpeg
data\val\image\cxrimage_20163.png,data\val\mask\cxrmask_20163.jpeg
data\val\image\cxrimage_20164.png,data\val\mask\cxrmask_20164.jpeg
data\val\image\cxrimage_20165.png,data\val\mask\cxrmask_20165.jpeg
data\val\image\cxrimage_20166.png,data\val\mask\cxrmask_20166.jpeg
data\val\image\cxrimage_20167.png,data\val\mask\cxrmask_20167.jpeg
data\val\image\cxrimage_20168.png,data\val\mask\cxrmask_20168.jpeg
data\val\image\cxrimage_20169.png,data\val\mask\cxrmask_20169.jpeg
data\val\image\cxrimage_20170.png,data\val\mask\cxrmask_20170.jpeg
data\val\image\cxrimage_20171.png,data\val\mask\cxrmask_20171.jpeg
data\val\image\cxrimage_20172.png,data\val\mask\cxrmask_20172.jpeg
data\val\image\cxrimage_20173.png,data\val\mask\cxrmask_20173.jpeg
data\val\image\cxrimage_20174.png,data\val\mask\cxrmask_20174.jpeg
data\val\image\cxrimage_20175.png,data\val\mask\cxrmask_20175.jpeg
data\val\image\cxrimage_20176.png,data\val\mask\cxrmask_20176.jpeg
data\val\image\cxrimage_20177.png,data\val\mask\cxrmask_20177.jpeg
data\val\image\cxrimage_20178.png,data\val\mask\cxrmask_20178.jpeg
data\val\image\cxrimage_20179.png,data\val\mask\cxrmask_20179.jpeg
data\val\image\cxrimage_20180.png,data\val\mask\cxrmask_20180.jpeg
data\val\image\cxrimage_20181.png,data\val\mask\cxrmask_20181.jpeg
data\val\image\cxrimage_20182.png,data\val\mask\cxrmask_20182.jpeg
data\val\image\cxrimage_20183.png,data\val\mask\cxrmask_20183.jpeg
data\val\image\cxrimage_20184.png,data\val\mask\cxrmask_20184.jpeg
data\val\image\cxrimage_20185.png,data\val\mask\cxrmask_20185.jpeg
data\val\image\cxrimage_20186.png,data\val\mask\cxrmask_20186.jpeg
data\val\image\cxrimage_20187.png,data\val\mask\cxrmask_20187.jpeg
data\val\image\cxrimage_20188.png,data\val\mask\cxrmask_20188.jpeg
data\val\image\cxrimage_20189.png,data\val\mask\cxrmask_20189.jpeg
data\val\image\cxrimage_20190.png,data\val\mask\cxrmask_20190.jpeg
data\val\image\cxrimage_20191.png,data\val\mask\cxrmask_20191.jpeg
data\val\image\cxrimage_20192.png,data\val\mask\cxrmask_20192.jpeg
data\val\image\cxrimage_20193.png,data\val\mask\cxrmask_20193.jpeg
data\val\image\cxrimage_20194.png,data\val\mask\cxrmask_20194.jpeg
data\val\image\cxrimage_20195.png,data\val\mask\cxrmask_20195.jpeg
data\val\image\cxrimage_20196.png,data\val\mask\cxrmask_20196.jpeg
data\val\image\cxrimage_20197.png,data\val\mask\cxrmask_20197.jpeg
data\val\image\cxrimage_20198.png,data\val\mask\cxrmask_20198.jpeg
data\val\image\cxrimage_20199.png,data\val\mask\cxrmask_20199.jpeg
data\val\image\cxrimage_20200.png,data\val\mask\cxrmask_20200.jpeg
data\val\image\cxrimage_20201.png,data\val\mask\cxrmask_20201.jpeg
data\val\image\cxrimage_20202.png,data\val\mask\cxrmask_20202.jpeg
data\val\image\cxrimage_20203.png,data\val\mask\cxrmask_20203.jpeg
data\val\image\cxrimage_20204.png,data\val\mask\cxrmask_20204.jpeg
data\val\image\cxrimage_20205.png,data\val\mask\cxrmask_20205.jpeg
data\val\image\cxrimage_20206.png,data\val\mask\cxrmask_20206.jpeg
data\val\image\cxrimage_20207.png,data\val\mask\cxrmask_20207.jpeg
data\val\image\cxrimage_20208.png,data\val\mask\cxrmask_20208.jpeg
data\val\image\cxrimage_20209.png,data\val\mask\cxrmask_20209.jpeg
data\val\image\cxrimage_20210.png,data\val\mask\cxrmask_20210.jpeg
data\val\image\cxrimage_20211.png,data\val\mask\cxrmask_20211.jpeg
data\val\image\cxrimage_20212.png,data\val\mask\cxrmask_20212.jpeg
data\val\image\cxrimage_20213.png,data\val\mask\cxrmask_20213.jpeg
data\val\image\cxrimage_20214.png,data\val\mask\cxrmask_20214.jpeg
data\val\image\cxrimage_20215.png,data\val\mask\cxrmask_20215.jpeg
data\val\image\cxrimage_20216.png,data\val\mask\cxrmask_20216.jpeg
data\val\image\cxrimage_20217.png,data\val\mask\cxrmask_20217.jpeg
data\val\image\cxrimage_20218.png,data\val\mask\cxrmask_20218.jpeg
data\val\image\cxrimage_20219.png,data\val\mask\cxrmask_20219.jpeg
data\val\image\cxrimage_20220.png,data\val\mask\cxrmask_20220.jpeg
data\val\image\cxrimage_20221.png,data\val\mask\cxrmask_20221.jpeg
data\val\image\cxrimage_20222.png,data\val\mask\cxrmask_20222.jpeg
data\val\image\cxrimage_20223.png,data\val\mask\cxrmask_20223.jpeg
data\val\image\cxrimage_20224.png,data\val\mask\cxrmask_20224.jpeg
data\val\image\cxrimage_20225.png,data\val\mask\cxrmask_20225.jpeg
